company_location_city,investors,company_location_country,company_founded_on,series,funding_size_usd,date,company_name,company_founders,company_categories
Helsinki,", York Ventures, , Lowercase Capital, IDG Capital Partners, AMC Networks, IDG Ventures USA",FIN,2013-01-01,a,6000000,2014-01-28,Next Games,,"Graphics, Entertainment, Mobile Games, Games"
Helsinki,Reaktor POLTE,FIN,,,,2013-02-15,Ninchat,"Jari Jaanto, Ville Mujunen",
Helsinki,,FIN,2013-09-04,,250000,2013-11-13,Nintu Oy,Amir Kaltak,"Mobile, Mobile Social, Consumer Internet"
Helsinki,"Reaktor POLTE, Veturi Venture Accelerator, Alma Media",FIN,,,1500000,2014-11-17,Oppex,"Mikko Lehmuskoski, Mikko Lehmuskoski, Ville Heinonen",Search
Helsinki,Veturi Venture Accelerator,FIN,,,310749,2012-01-01,Oppex,"Mikko Lehmuskoski, Mikko Lehmuskoski, Ville Heinonen",Search
Espoo,"Sitra Ventures, Lifeline Ventures",FIN,2011-01-01,,2500000,2014-12-10,Optomeditech,,"Marketplaces, Product Development Services, Market Research"
Helsinki,Midinvest Management,FIN,,,1029280,2014-01-23,Paytrail,,
Espoo,,FIN,2011-01-01,,2100000,2014-10-07,SkillPixels,,"Educational Games, Analytics, Games"
Helsinki,VC Northzone,FIN,2013-01-01,A,4099999,2014-12-10,PlayRaven,Lasse Seppnen,"Development Platforms, Mobile, Game"
Helsinki,"Creandum, , London Venture Partners",FIN,2013-01-01,,2300000,2014-01-21,PlayRaven,Lasse Seppnen,"Development Platforms, Mobile, Game"
Helsinki,,FIN,2014-01-01,,84743,2014-05-06,SoSho,Teemu Kinos,"Big Data Analytics, Advertising Platforms, Social Commerce"
Espoo,"VTT Ventures, Finnvera Venture Capital, Inventure Oy",FIN,,,1205335,2014-06-12,Spectral Engines,,
Tartu,Start-Up Chile,EST,2012-01-01,,40000,2013-08-23,SportID,,Sports
Stockholm,Nokia Growth Partners,SWE,2010-01-01,,6000000,2013-11-13,MAG Interactive,,Games
Espoo,"Inventure Oy, InVenture",FIN,2013-10-17,,630000,2014-10-06,Yoogaia,Mikko Petj,"Fitness, Health and Wellness"
Helsinki,Reaktor POLTE,FIN,2012-01-01,,850000,2013-08-27,Stylewhile,"Ilkka Rm, Mika Marttila, Jutta Haaramo",E-Commerce
Helsinki,"Tekes, Lifeline Ventures",FIN,2012-01-01,,300000,2012-01-01,Stylewhile,"Ilkka Rm, Mika Marttila, Jutta Haaramo",E-Commerce
Espoo,,FIN,,,1437685,2014-11-18,Wellmo,Sampo Niskanen,"Cloud Computing, Mobile, Health and Wellness"
Helsinki,"Vendep Oy, Finnvera Venture Capital",FIN,,,1663183,2014-09-25,VividWorks,,"Retail, 3D, SaaS"
Espoo,"High-Tech Gruenderfonds, Finnvera Venture Capital, Lifeline Ventures",FIN,2012-01-01,,3602480,2013-11-14,Synoste Oy,,Biotechnology
Tallinn,"Wiser Financial Advisors, TMT Investments, SmartCap AS, , , ",EST,2012-03-01,,643300,2014-01-07,VitalFields,"Vahur Meus, Martin Rand",Software
Helsinki,,FIN,,,750000,2013-10-18,Small Giant Games,Markus Halttunen,"Startups, Entertainment, Mobile, Games"
Helsinki,", , Spintop Ventures, PROfounders Capital, Creandum",FIN,,,3100000,2014-10-22,Small Giant Games,Markus Halttunen,"Startups, Entertainment, Mobile, Games"
Oslo,,NOR,,,100000,2011-05-25,Glider.io,"Kevin Bellinger, John Marbach","Messaging, Productivity Software, Email"
Helsinki,,FIN,2012-01-01,,321650,2013-11-17,Long Play,Johanna Vehkoo,
Helsinki,VNT Management,FIN,2007-01-01,,2573200,2013-11-18,Valopaa,,Manufacturing
Lund,,SWE,2010-01-01,,3216500,2013-12-05,TrialBee,Tobias Folkesson,"Bio-Pharm, Software, Pharmaceuticals"
Lund,Startupbootcamp,SWE,2010-01-01,,21189,2011-09-05,TrialBee,Tobias Folkesson,"Bio-Pharm, Software, Pharmaceuticals"
Espoo,,FIN,2012-01-01,,190035,2014-10-23,720,Tom Novotn,"Predictive Analytics, Analytics, Health and Wellness"
Malm,Bonnier Corporation,SWE,2011-01-01,,,2013-11-22,Hittahem,,Real Estate
Malm,,SWE,2013-01-01,,146788,2013-05-10,On The Flea,,Mobile
Tallinn,GameFounders,EST,2013-03-01,,19611,2013-03-01,dev9k,,"Startups, Mobile, Games"
Stockholm,,SWE,,,1000000,2013-12-04,Doremir Music Research,Sven Ahlbck,Music
Vilnius,"Online Venture, Practica Seed Capital KB",LTU,2011-12-29,,263605,2014-05-05,Rewalon,Ilja Polivanovas,"Corporate Training, Business Services, Advertising, E-Commerce"
Vilnius,Practica Seed Capital KB,LTU,2011-12-29,,203234,2013-01-07,Rewalon,Ilja Polivanovas,"Corporate Training, Business Services, Advertising, E-Commerce"
Vilnius,Strategic investor,LTU,2011-12-29,,33020,2013-09-02,Rewalon,Ilja Polivanovas,"Corporate Training, Business Services, Advertising, E-Commerce"
,Tank Stream Labs,NOR,,,1000000,2014-01-13,Expert360,"Emily Yue, Bridget Loudon","Consulting, Enterprise Software"
Malm,", ",SWE,2013-03-03,,153531,2013-08-16,Qnekt,,"Android, iPhone, Meeting Software, Apps, Software, Internet, Mobile, Events"
Stockholm,", GP Bullhound, Creandum, Accel Partners",SWE,2013-04-01,B,15000000,2015-02-03,KnCMiner,"Michael Unnebck, Marcus Erlandsson, Sam Cole",Finance
Stockholm,Creandum,SWE,2013-04-01,A,14000000,2014-09-04,KnCMiner,"Michael Unnebck, Marcus Erlandsson, Sam Cole",Finance
Turku,,FIN,2013-10-01,,81224,2014-01-19,Jolancer,,"Freelancers, Startups, Human Resources, Technology, E-Commerce"
Lappeenranta,"Finnish Industry Investment, Power Fund II",FIN,2009-01-01,,5146400,2013-12-16,Visedo,,Public Transportation
Helsinki,,FIN,2013-11-01,,206517,2014-01-01,ClipMe Oy,"Sami Nikkinen, Henri Kirsi, Oladimeji Joseph Fakayode, Ravi Kumar","Android, iOS, Collaboration, Mobile Social, Video"
Tallinn,,EST,2013-06-15,,26121,2013-07-15,Funderbeam,"Mihkel Torim, Urmas Peiker, Villu Arak, Kaidi Ruusalepp","Startups, Market Research, Business Intelligence, Big Data Analytics, Trading"
Tallinn,,EST,2013-06-15,,135460,2013-10-15,Funderbeam,"Mihkel Torim, Urmas Peiker, Villu Arak, Kaidi Ruusalepp","Startups, Market Research, Business Intelligence, Big Data Analytics, Trading"
Tallinn,,EST,2013-06-15,,685523,2014-05-15,Funderbeam,"Mihkel Torim, Urmas Peiker, Villu Arak, Kaidi Ruusalepp","Startups, Market Research, Business Intelligence, Big Data Analytics, Trading"
Trondheim,,NOR,2013-12-12,,12933,2015-02-02,MOON Wearables,"Vegard Solheim Theriault, Julian Veisdal, Jrgen Veisdal","Wearables, Computers, Mobile Software Tools, Consumer Electronics, Internet of Things, Hardware + Software, Mobile, Technology"
Trondheim,,NOR,2013-12-12,,4520,2013-01-27,MOON Wearables,"Vegard Solheim Theriault, Julian Veisdal, Jrgen Veisdal","Wearables, Computers, Mobile Software Tools, Consumer Electronics, Internet of Things, Hardware + Software, Mobile, Technology"
Helsinki,Conor Venture Partners,FIN,2005-01-01,a,7424000,2008-02-22,Eniram,,Clean Technology
Stockholm,", , ",SWE,,,113831,2015-02-23,Sparta,"Aref Abedi, Niklas de Besche, Aref Abedi, James Pember","Sales and Marketing, SaaS"
Ume,"Industrifonden, SEB Venture Capital",SWE,2001-01-01,,,2009-03-01,Fltcommunications AB,,"M2M, Internet of Things"
Nokia,Inventure Oy,FIN,2008-01-01,a,1259000,2012-07-01,Merus Power Dynamics,,Clean Technology
Vantaa,Inventure Oy,FIN,1972-01-01,a,2044050,2011-11-01,Valon Lasers,,Manufacturing
Oslo,,NOR,2013-02-01,,2300000,2014-07-05,Your.MD,"Birger Lie, Harald Jellum",mHealth
Oslo,,NOR,2013-02-01,,1000000,2013-10-02,Your.MD,"Birger Lie, Harald Jellum",mHealth
,"Artesian Capital Management, Slingshot Accelerator",NOR,2011-01-01,,29358,2013-06-14,The 360 Mall,Alex Danieli,
,,SWE,2013-01-01,,30000,2014-01-20,Dogecoin,Jackson Palmer,"Curated Web, Internet"
Nor,"Energy Technology Ventures, ConocoPhillips Technology Ventures, Chevron Technology Ventures",SWE,,,10000000,2014-01-20,Ziebel,,Clean Technology
Vilnius,,LTU,2013-02-01,,110000,2013-08-15,SpectroCoin,,Finance
Stockholm,DN Capital,SWE,2013-07-01,,,2014-02-01,Vint Training,"Leo Giertz, Magnus Hult, Arvid Janson, Louise Eriksson","Fitness, Health and Wellness"
Stockholm,"DN Capital, Kima Ventures, Creandum",SWE,2013-07-01,,1800000,2014-01-27,Vint Training,"Leo Giertz, Magnus Hult, Arvid Janson, Louise Eriksson","Fitness, Health and Wellness"
Vilnius,Accel Partners,LTU,2009-01-01,a,6860880,2013-01-01,Vinted,"Justas Janauskas, Milda Mitkute","Marketplaces, Social Buying, Peer-to-Peer, Fashion, Social Media, Mobile"
Vilnius,"Insight Venture Partners, Accel Partners",LTU,2009-01-01,b,25732000,2014-01-31,Vinted,"Justas Janauskas, Milda Mitkute","Marketplaces, Social Buying, Peer-to-Peer, Fashion, Social Media, Mobile"
Oslo,,NOR,2014-01-02,,32000,2014-02-07,travayl,"Erik Hauglid, Sebastian Berge, Christoffer Moen","Online Travel, Travel, Social Travel"
Oslo,NDRC,NOR,2014-01-02,,26000,2014-09-15,travayl,"Erik Hauglid, Sebastian Berge, Christoffer Moen","Online Travel, Travel, Social Travel"
Oslo,,NOR,2014-01-02,,40000,2014-05-10,travayl,"Erik Hauglid, Sebastian Berge, Christoffer Moen","Online Travel, Travel, Social Travel"
Oslo,,NOR,2014-01-02,,40000,2014-05-16,travayl,"Erik Hauglid, Sebastian Berge, Christoffer Moen","Online Travel, Travel, Social Travel"
Gothenburg,Chalmers Innovation Seed Fund,SWE,2005-12-01,,2500000,2013-01-01,Smoltek AB,,Nanotechnology
Malm,Menmo Ventures,SWE,2012-01-01,,447037,2014-02-06,Youcruit,"Patrick Gilmore, Per Henriksson, Carl-Rafael Fredson, Mats Holmback",Enterprise Software
Helsingborg,,SWE,2013-09-10,,0,2014-07-01,Swiftcourt,,Legal
Tallinn,,EST,2013-10-11,,20532,2014-02-15,GoWorkaBit,Ethel Voites,"Marketplaces, Human Resources, Temporary Staffing, SaaS"
Helsinki,,FIN,,,385980,2014-02-17,Innorange Oy,"Sverre Slotte, Jukka Honkola, Samuli Silanto, Antti Lappetelinen",E-Commerce
Malm,,SWE,,,707630,2014-02-18,Skicka Trta,,E-Commerce
Stockholm,", ",SWE,2013-10-01,,135905,2013-12-01,Keelr,"Anders Hansson, Per-olov Jernberg, John Sterling","Video on Demand, Networking, Messaging, Social Media"
Kempele,Conor Venture Partners,FIN,2011-01-01,,1971750,2012-01-27,TactoTek,,"Electronics, Product Design, 3D Technology, 3D"
,,NOR,2007-01-01,,,2007-03-01,COZero,,"Energy Efficiency, Clean Energy"
,,NOR,2007-01-01,B,,2012-07-01,COZero,,"Energy Efficiency, Clean Energy"
,,NOR,2007-01-01,C,,2013-08-01,COZero,,"Energy Efficiency, Clean Energy"
Oulu,Butterfly Ventures,FIN,2014-01-10,,,2014-08-13,Pint Please,,"Android, iOS, Craft Beer, Mobile"
Helsinki,"Reaktor POLTE, ",FIN,2013-05-24,,160825,2014-02-25,Venuu,"Emil Sgfors, Jerome Saarinen, Jasu Koponen",Search
Stockholm,Creandum,SWE,2007-01-01,,2000000,2008-01-01,JAYS,Jens Nylander,"Manufacturing, Consumer Electronics, Distribution, Mobile"
Stockholm,,SWE,2013-01-01,,350000,2014-03-31,Automile,"Felix Rosn, Jacob Pontn, Herv Soursou, Jens Nylander","Cars, Developer APIs, Consumer Electronics, Automotive"
Espoo,Reaktor POLTE,FIN,2013-10-15,,152842,2014-10-15,Videoly,"Konstantin Zagaynov, Natalia Angapova, Sergey Andryukhin","Search, Video, E-Commerce"
Uppsala,,SWE,,,45091,2014-03-03,Night Node Software,,Games
Oulu,"Inventure Oy, Finnish Industry Investment",FIN,2006-01-01,,2830520,2014-03-05,Mekitec,,Hardware + Software
Stavanger,SURGE Accelerator,NOR,,,,2013-02-21,Secure-NOK,,
Mlndal,Volvo Group Venture Capital,SWE,2000-01-01,,,2008-12-01,I-Tech,,"Chemicals, Manufacturing, Market Research"
Helsinki,,FIN,2011-04-01,,15000,2011-07-08,Urakkamaailma.fi,"Edwin Vehmaanper, Kalle Koivuniemi","Local Businesses, Marketplaces, E-Commerce"
Stockholm,"Backstage AB, Almi Invest, Northzone",SWE,2011-03-01,,2000000,2013-12-01,Nuday Games,"Sven Folkesson, Jorge Bravo","Music, Entertainment, Social Media, Games"
,Start-Up Chile,NOR,,,40000,2012-04-11,1d4 Pty,,"Maps, Outdoors, Geospatial"
Tallinn,Start-Up Chile,EST,2012-10-26,,40000,2012-08-09,'Rock' Your Paper,"Nadeera Nilupamali, Neeraj Mehta","Publishing, Education"
Vrmd,", Wingz Capital",SWE,2013-09-10,,54894,2014-01-02,VoyageByMe,,Travel
Stockholm,,SWE,2012-05-01,,222882,2012-05-01,Poppermost Productions,,"FreetoPlay Gaming, Games"
Stockholm,,SWE,2012-05-01,,464876,2013-11-01,Poppermost Productions,,"FreetoPlay Gaming, Games"
Stockholm,"Edastra Venture Capital, GP Bullhound",SWE,2012-05-01,,856430,2014-09-03,Poppermost Productions,,"FreetoPlay Gaming, Games"
Tallinn,,EST,2013-10-28,,52527,2014-09-01,RentMarket - marketplace for renting things and services,,"Marketplaces, Software"
Tallinn,,EST,2013-10-28,,22058,2014-05-10,RentMarket - marketplace for renting things and services,,"Marketplaces, Software"
Helsinki,"Frontier Capital, Angel Investors LP, S3 Ventures, Butterfly Ventures",FIN,2013-01-01,,1579030,2015-02-27,CreateTrips,"Juha-Petteri Kukkonen, Juha-Petteri Kokkonen",Travel
Helsinki,"Frontier, Rkapital, Butterfly Ventures",FIN,2013-01-01,,600000,2014-06-26,CreateTrips,"Juha-Petteri Kukkonen, Juha-Petteri Kokkonen",Travel
Stockholm,", Lakestar, Index Ventures",SWE,2013-01-01,,2200000,2014-03-27,Lookback,,"Usability, User Experience Design, SaaS, Mobile"
Stockholm,,SWE,2013-05-01,,500000,2014-06-07,Mentimeter,"Johnny Warstrm, Niklas Ingvar, Henrik Frsn, Kristoffer Renholm","Polling, Software, All Markets, Analytics"
Oulu,Vauraus,FIN,2014-02-07,,900620,2014-04-01,Melodigram,Jonathan Massey,"Messaging, iOS, Apps"
Kuopio,"Inventure Oy, , Nordic Venture Partners",FIN,2014-01-01,,600000,2014-11-11,IroFit,"Olusegun Okedara, Olusola Folorunso, Omoniyi A. Olawale","Mobile Payments, Emerging Markets, Mobile"
Kuopio,,FIN,2014-01-01,,137186,2014-02-13,IroFit,"Olusegun Okedara, Olusola Folorunso, Omoniyi A. Olawale","Mobile Payments, Emerging Markets, Mobile"
Kuopio,", , Tekes",FIN,2014-01-01,,81824,2014-02-13,IroFit,"Olusegun Okedara, Olusola Folorunso, Omoniyi A. Olawale","Mobile Payments, Emerging Markets, Mobile"
Gteborg,,SWE,2011-03-01,,1100000,2014-05-29,Appland,"Henrik Lewander, Jonatan Redvik","Content, App Stores, Apps, Software, Mobile"
Vilnius,Practica Capital,LTU,2014-02-01,,273453,2014-07-01,Xylo,Daniel Ray,"Education, Music"
Helsinki,,FIN,2014-01-01,,,2014-03-01,Keystok,,"Web Development, Software, SaaS, Developer Tools"
Tallinn,"Estonian Development Fund, SmartCap AS",EST,2012-02-01,,1286600,2013-09-16,Startup Wise Guys,"Herty Tammo, Mike Reiner, Michael Geer, Colette Ballou, Jon Bradford, Elizabeth Varley","Startups, B2B, Finance, Automotive, Consulting"
Malm,,SWE,2014-04-28,,215,2014-04-28,BestBoy Keyboard,,
Stockholm,Tinitell,SWE,,,100000,2014-07-09,Tinitell,,"Telecommunications, Internet of Things, Kids, Mobile"
Trondheim,,NOR,2013-12-10,,25000,2013-12-10,Memkite,,"Artificial Intelligence, Search, Mobile"
Trondheim,,NOR,2013-12-10,,50000,2014-03-31,Memkite,,"Artificial Intelligence, Search, Mobile"
Trondheim,,NOR,2013-12-10,,25000,2014-08-05,Memkite,,"Artificial Intelligence, Search, Mobile"
Tallinn,KASSIR.RU,EST,1997-01-01,,8000000,2013-09-27,Baltic Ticket Holdings AS,,Ticketing
Stockholm,,SWE,2013-01-01,,,2014-01-01,Trendlr,"Christoffer Munkestam, Robert Fricke, Krister Brunstedt","Android, iOS, Big Data Analytics, Fashion, Software, Retail"
Vilnius,Practica Capital,LTU,2013-01-01,,,2014-07-17,tokia.lt,,"Marketplaces, Beauty, Communities, Cosmetics"
Gothenburg,,SWE,2012-01-01,,150000,2012-05-31,Gastrofy,Felix Bengtsson,Retail
Gothenburg,"Chalmers Innovation, 1apeiron, Cronus Ventures",SWE,2012-01-01,,456000,2014-05-13,Gastrofy,Felix Bengtsson,Retail
Stockholm,"Fortunator Invest, SEB Venture Capital",SWE,2010-01-01,A,5000000,2014-05-15,Innometrics,,Software
Helsinki,,FIN,2013-10-01,,411454,2014-05-14,CosmEthics,Katariina Rantanen,Apps
Espoo,Inventure Oy,FIN,2011-01-01,A,8000000,2014-09-05,Beddit,,Health and Wellness
Espoo,,FIN,2011-01-01,,503472,2013-10-22,Beddit,,Health and Wellness
Vilnius,,LTU,2013-08-10,,150000,2012-12-30,KickerPicker.com,Don Jus,"Marketplaces, Classifieds, Coupons, Social Network Media, Private Social Networking, Social Media"
Stockholm,Creandum,SWE,2009-01-01,A,5000000,2014-05-19,Epidemic Sound,"JAN (Zac) ZACHRISSON, OSCAR HGLUND","Film, Television, Music"
Stockholm,Northzone,SWE,2012-01-01,,1300000,2014-12-17,Qapital,"Andreas Kllbom, Henrik Wrangel, Fredrik Straat, George Friedman, Erik Akterin","Personal Finance, Finance"
Stockholm,", , ",SWE,2012-01-01,,300000,2013-05-16,Qapital,"Andreas Kllbom, Henrik Wrangel, Fredrik Straat, George Friedman, Erik Akterin","Personal Finance, Finance"
Malm,Sequoia Capital,SWE,,,1500000,2015-01-15,Mapillary,"Jan Erik Solem, Peter Neubauer","Maps, Crowdsourcing, Mobile"
Solna,", ",SWE,,,10000,2012-05-26,Stellinc Technology AB,Juhao JU,"Emerging Markets, Hardware, Mobile"
Solna,", ",SWE,,,20000,2013-02-26,Stellinc Technology AB,Juhao JU,"Emerging Markets, Hardware, Mobile"
Stockholm,,SWE,2012-03-06,,25000,2012-12-28,Nordic Design Collective,Maria Richardsson,"Marketplaces, Design"
Oslo,,NOR,2013-06-10,,975609,2014-01-04,Cipio,"Bjrn Helland Hansen, Fredrik Evjen Ekli","Analytics, Publishing, Digital Signage"
Oslo,,NOR,2013-06-10,,427631,2013-07-01,Cipio,"Bjrn Helland Hansen, Fredrik Evjen Ekli","Analytics, Publishing, Digital Signage"
Sipoo,,FIN,2013-01-01,,550000,2014-05-11,Fjuul,,Software
Stockholm,"Neomed Management, HealthCap, Abingworth, MVM Life Science Partners",SWE,2012-01-01,b,40000000,2014-04-16,Wilson Therapeutics,,Biotechnology
Helsinki,,FIN,2013-09-01,,,2013-01-01,bttn,Harri Rautio,Hardware + Software
Stockholm,,SWE,2014-01-15,,100000,2014-05-01,Referanza,Joakim Turesson,"Content, Social Media Marketing, Content Syndication, Apps, Brand Marketing, Advertising, Enterprise Software, Internet"
Stockholm,,SWE,2014-01-15,,23303,2014-01-01,Referanza,Joakim Turesson,"Content, Social Media Marketing, Content Syndication, Apps, Brand Marketing, Advertising, Enterprise Software, Internet"
Gothenburg,Seed Capital,SWE,,,,2010-09-21,Observe Medical,,"Health Care, Medical Devices, Medical"
Hammenhg,,SWE,2011-02-14,,1331591,2015-01-27,Simris Alg,,"Dietary Supplements, Agriculture, Health and Wellness, Sustainability, Clean Technology, Biotechnology"
Hammenhg,,SWE,2011-02-14,,2112894,2014-01-01,Simris Alg,,"Dietary Supplements, Agriculture, Health and Wellness, Sustainability, Clean Technology, Biotechnology"
Hammenhg,,SWE,2011-02-14,,537634,2013-01-01,Simris Alg,,"Dietary Supplements, Agriculture, Health and Wellness, Sustainability, Clean Technology, Biotechnology"
Hammenhg,,SWE,2011-02-14,,1292352,2012-01-01,Simris Alg,,"Dietary Supplements, Agriculture, Health and Wellness, Sustainability, Clean Technology, Biotechnology"
Stockholm,"Basset Investment Group, White Star Capital, Northzone, Lerer Hippeau Ventures, Betaworks",SWE,2008-11-01,a,7000000,2014-04-03,Bloglovin,"Daniel Swenson, Dan Carlberg, Patrik Ring, Daniel Gren, Mattias Swenson",Curated Web
Stockholm,"Betaworks, Lerer Hippeau Ventures, RRE Ventures, , , , , Investment AB Kinnevik, White Star Capital",SWE,2008-11-01,a,1000000,2012-06-29,Bloglovin,"Daniel Swenson, Dan Carlberg, Patrik Ring, Daniel Gren, Mattias Swenson",Curated Web
Stockholm,,SWE,2008-11-01,,,2012-06-08,Bloglovin,"Daniel Swenson, Dan Carlberg, Patrik Ring, Daniel Gren, Mattias Swenson",Curated Web
Stockholm,Betaworks,SWE,2008-11-01,,,2012-06-08,Bloglovin,"Daniel Swenson, Dan Carlberg, Patrik Ring, Daniel Gren, Mattias Swenson",Curated Web
Helsinki,"London Venture Partners, Northzone, Inventure Oy, 360 Capital Partners",FIN,2012-04-13,A,3600000,2014-05-06,Boomlagoon,Antti Sten,"Tablets, Mobile, Games"
Helsinki,London Venture Partners,FIN,2012-04-13,,,2012-11-27,Boomlagoon,Antti Sten,"Tablets, Mobile, Games"
Oulu,,FIN,2011-11-30,,626995,2011-01-01,FilmMe,"Tapio Koivukangas, Jani Lehto, Lauri Salovaara","Sports, Information Technology, Video, Social Media"
Oulu,Butterfly Ventures,FIN,2011-11-30,,365130,2012-01-01,FilmMe,"Tapio Koivukangas, Jani Lehto, Lauri Salovaara","Sports, Information Technology, Video, Social Media"
Oulu,Gemssi Oy,FIN,2011-11-30,,313497,2011-01-01,FilmMe,"Tapio Koivukangas, Jani Lehto, Lauri Salovaara","Sports, Information Technology, Video, Social Media"
Helsinki,,FIN,2013-01-01,,900000,2013-01-01,Claned Group,"Micke Paqvaln, Antti Pasila, Vesa Perala","EdTech, Software, Education"
Helsinki,,FIN,2013-01-01,,3000000,2013-01-01,Claned Group,"Micke Paqvaln, Antti Pasila, Vesa Perala","EdTech, Software, Education"
Oulu,"Inveni Capital, Omega Funds",FIN,,,3392314,2014-06-11,BioSilta,,"Bio-Pharm, Life Sciences, Biotechnology"
Tallinn,,EST,2010-04-15,,,2015-02-09,Upsteem.com,Karl Laas,"Reviews and Recommendations, Human Resources, SaaS"
Tallinn,,EST,2010-04-15,,826070,2014-01-01,Upsteem.com,Karl Laas,"Reviews and Recommendations, Human Resources, SaaS"
Tallinn,,EST,2014-01-01,,,2014-06-01,Hero Card Management AS,"Timur Hassanov, Marko Medar, Samuli Saarelainen, Kimmo Sirvi, Jari Someristo","Mobile Games, Mobile Social"
Tallinn,,EST,2014-01-01,,378615,2014-01-01,Hero Card Management AS,"Timur Hassanov, Marko Medar, Samuli Saarelainen, Kimmo Sirvi, Jari Someristo","Mobile Games, Mobile Social"
Stockholm,,SWE,2013-06-01,,50000,2013-09-02,DigiZmart,,"Knowledge Management, Kids, Digital Media"
Stockholm,,SWE,2014-06-16,,,2014-06-16,Universal Avenue,"Petter Hederstedt, Johan Lilja","Direct Sales, Sales and Marketing"
Gothenburg,,SWE,2011-01-01,C,40000000,2015-01-23,Saltside Technologies,,Online Shopping
Gothenburg,Investment AB Kinnevik,SWE,2011-01-01,,25000000,2014-06-19,Saltside Technologies,,Online Shopping
Malm,,SWE,2014-05-01,,0,2014-06-25,Newshubby,Alexandra Bylund,"News, Digital Media, Media"
Oslo,,NOR,2014-02-08,,49000,2014-07-01,Konjekt,"Stephan Nordnes Eriksen, Borge Dvergsdal","Cloud Computing, Information Services, Search, Enterprise Search"
Johannesberg,"Isibindi Trust, Lundin Foundation",SWE,2011-09-01,,750000,2014-07-02,The African Management Initiative (AMI),,Education
Tallinn,"Camelus, ImCap Finland, Trind Investments, , , , SmartCap AS",EST,2014-03-04,,329188,2014-10-30,Jobbatical,"Ronald Hindriks, Allan Meots, Allan Meots, Karoli Hindriks",Marketplaces
Klaipeda,,LTU,2013-06-01,,52000,2014-05-08,Contextool,,"Photography, Software, Video"
Skarpnck,Verdane Capital Advisors,SWE,2007-03-15,,,2011-07-01,Animail,,"Consumer Goods, E-Commerce, Retail"
Bodafors,,SWE,2013-06-12,,300000,2014-01-02,Havsjo Delikatesser,,
Uppsala,,SWE,1996-06-25,,1000000,2013-12-25,Nordicplan,,"Entertainment, Games"
Vilnius,Entree Capital,LTU,2012-08-01,,539800,2014-07-23,WoraPay,"Vaidas Adomauskas, Aurimas Bakas, Nerijus Celkonas",Financial Services
Tallinn,Startupbootcamp,EST,,,20352,2014-07-21,IIZI group,,Insurance
Tartu,Estonian venture capital,EST,2009-01-01,A,5227251,2014-07-31,Skeleton Technologies,,Manufacturing
Tartu,,EST,2009-01-01,,2821236,2013-04-01,Skeleton Technologies,,Manufacturing
Halmstad,,SWE,2013-10-19,,14000,2014-05-22,Newsreps,"Christopher Hedvall, Mathias Amnell, Danni Ni, Chengqian Zhao, Anders Nilsson","News, Digital Media, PaaS, Media"
Halmstad,Almi Invest,SWE,2013-10-19,,37000,2014-11-10,Newsreps,"Christopher Hedvall, Mathias Amnell, Danni Ni, Chengqian Zhao, Anders Nilsson","News, Digital Media, PaaS, Media"
Halmstad,HHIAB,SWE,2013-10-19,,37000,2014-01-30,Newsreps,"Christopher Hedvall, Mathias Amnell, Danni Ni, Chengqian Zhao, Anders Nilsson","News, Digital Media, PaaS, Media"
Oulu,"Tekes, ",FIN,2012-12-15,,137104,2014-05-15,Modti,,"Internet of Things, Automotive, 3D Technology, Hardware + Software"
Gteborg,Entreprenrskapital,SWE,2013-12-09,,30991,2014-03-01,Trillian Mobile AB,,"iOS, Apps, Mobile Software Tools, Open Source, Developer APIs"
Stockholm,,SWE,2014-05-01,,134229,2014-11-25,SelfieJobs,Martin Tall,"Employment, Video, Consulting"
Jyvskyl,,FIN,2012-04-15,,245000,2014-04-01,"Showell - The Simple, Fast and Elegant Tablet Sales App",,"Application Platforms, Content, Internet"
Jyvskyl,,FIN,2012-04-15,,120000,2014-08-01,"Showell - The Simple, Fast and Elegant Tablet Sales App",,"Application Platforms, Content, Internet"
Stockholm,,SWE,2011-01-01,,155359,2014-01-01,Tipser,"Marcus Jacobsson, Axel Wolrath, Jonas Sjstedt","Shopping, E-Commerce, Media"
Helsinki,,FIN,2014-06-01,,410000,2015-02-13,Gizlo,,"Retail Technology, Market Research, Crowdsourcing"
Jyvskyl,"Oy Hammaren & Co Ab, Butterfly Ventures, Sitra Ventures",FIN,2011-01-01,,1469331,2014-08-19,NaturVention,,Health and Wellness
Oslo,,NOR,2014-03-07,,,2015-01-16,Kuddle,"Knut Tary, Christian Vebner, Ole Vidar Hests","Edutainment, Software, Photo Sharing, Social Media"
Oslo,,NOR,2014-03-07,,1235000,2014-12-11,Kuddle,"Knut Tary, Christian Vebner, Ole Vidar Hests","Edutainment, Software, Photo Sharing, Social Media"
Oslo,,NOR,2014-03-07,,285000,2014-09-10,Kuddle,"Knut Tary, Christian Vebner, Ole Vidar Hests","Edutainment, Software, Photo Sharing, Social Media"
Oslo,,NOR,2014-03-07,,85000,2014-06-18,Kuddle,"Knut Tary, Christian Vebner, Ole Vidar Hests","Edutainment, Software, Photo Sharing, Social Media"
Oslo,,NOR,2014-03-07,,420000,2014-05-26,Kuddle,"Knut Tary, Christian Vebner, Ole Vidar Hests","Edutainment, Software, Photo Sharing, Social Media"
Helsinki,"KoppiCatch, Inventure Oy",FIN,,,344314,2014-04-01,Klevu Oy,,"E-Commerce, Internet"
