company_location_city,investors,company_location_country,company_founded_on,series,funding_size_usd,date,company_name,company_founders,company_categories
Tampere,Sunstone Capital,FIN,2009-02-01,,,2010-08-24,Microtask,"Otto Chrons, Harri Holopainen, Ville Miettinen","BPO Services, Software, Outsourcing, Crowdsourcing"
stergtland,Innovations Kapital,SWE,,,3693500,2009-12-08,Medius,,Software
Norrkping,"Northzone, Creandum, Eqvitec",SWE,,,18150000,2005-02-15,Norstel,,Semiconductors
Norrkping,"Northzone, Eqvitec, Creandum",SWE,,,23656500,2008-03-18,Norstel,,Semiconductors
Helsinki,Eqvitec,FIN,2000-01-01,,5120000,2008-02-06,Forte Netservices,,Security
Tiller,ProVenture Management,NOR,,,744000,2007-10-19,Arctic Silicon Devices,,Semiconductors
Tiller,"ProVenture Management, Incitia Partners",NOR,,b,4550000,2008-01-28,Arctic Silicon Devices,,Semiconductors
Espoo,Via Venture Partners,FIN,1992-01-01,,,2014-09-30,Profit Software,,Software
Tby,,SWE,,,1400000,2009-12-21,Microdata Telecom Innovation,,Mobile
Lillestrm,"Saab Automobile, Statoil",NOR,,b,3360000,2008-03-28,Opax,,Security
Trondheim,ProVenture Management,NOR,2006-01-01,,1120000,2008-01-03,Active DSP,,Software
Tofte,ProVenture Management,NOR,2004-01-01,,754000,2008-01-10,Wireless Safety,,Hardware + Software
Turku,Nordic Venture Partners,FIN,2003-09-01,,7800000,2008-01-07,Sanako,,"EdTech, Language Learning, Education, Software, Digital Media"
Linkping,Rendera,SWE,2006-01-01,,307000,2008-02-07,AnSyn,,Software
Vstra Frlunda,Satila Holding,SWE,2007-01-01,,47000,2008-02-01,Manifact,,Consulting
,Direct Capital Private Equity,NOR,,,3150000,2008-03-10,Momentum Energy,,Clean Technology
Espoo,Nexit Ventures,FIN,2009-01-01,b,5200000,2013-05-14,Rightware Oy,,Mobile
Espoo,"Inventure Oy, Nexit Ventures",FIN,2009-01-01,a,4291200,2010-01-07,Rightware Oy,,Mobile
,AMMA Private Investment,NOR,2008-01-01,c,20000000,2010-01-18,Guvera,Claes Loberg,"Entertainment, Games"
,AMMA Private Investment,NOR,2008-01-01,b,5000000,2009-01-01,Guvera,Claes Loberg,"Entertainment, Games"
,AMMA Private Investment,NOR,2008-01-01,a,5000000,2009-01-01,Guvera,Claes Loberg,"Entertainment, Games"
Lund,"Invus, Sunstone Capital, Intel Capital",SWE,2007-01-01,,10000000,2014-01-07,FlatFrog Laboratories,Ola Wassvik,Hardware + Software
Lund,"Sunstone Capital, Invus, Intel Capital",SWE,2007-01-01,,25408000,2012-06-20,FlatFrog Laboratories,Ola Wassvik,Hardware + Software
Lund,"Promethean, Sunstone Capital, Invus",SWE,2007-01-01,,18000000,2010-01-20,FlatFrog Laboratories,Ola Wassvik,Hardware + Software
Uppsala,Karolinska Development,SWE,,,,2010-01-26,Eribis Pharmaceuticals,Erik Bissessar,Biotechnology
Helsingborg,TeknoSeed,SWE,,,354000,2011-04-01,Localize Direct,,Software
Helsingborg,TeknoSeed,SWE,,,354000,2010-01-26,Localize Direct,,Software
Helsinki,Veraventure,FIN,,,,2010-01-28,SongHi Entertainment,,Games
,,SWE,2008-12-17,,130295,2008-12-17,RunAlong,,"Curated Web, Sports, Events"
Helsinki,,FIN,2012-01-01,,,2012-03-01,Sumoing,,"Art, Photo Editing, Photography, Internet, Mobile"
Vilnius,,LTU,2006-11-27,b,200000,2010-03-01,ActiveSec,,"Mobile Social, Mobile"
Vilnius,,LTU,2006-11-27,a,150000,2009-02-01,ActiveSec,,"Mobile Social, Mobile"
Vilnius,,LTU,2006-11-27,,140000,2007-03-01,ActiveSec,,"Mobile Social, Mobile"
Karlskrona,,SWE,2008-01-01,,,2009-10-01,Kaskado,,"Coupons, Promotional, Mobile"
Helsinki,,FIN,2007-05-18,,2035650,2011-01-24,RapidBlue Solutions,,"Mobile Software Tools, Market Research, Analytics, Mobile"
Skien,,NOR,1999-01-01,c,4409460,2011-01-02,eZ Systems,,"Content, Web CMS, Open Source, Enterprise Software"
Skien,BTV Invest,NOR,1999-01-01,,5000000,2007-04-03,eZ Systems,,"Content, Web CMS, Open Source, Enterprise Software"
Stockholm,,SWE,1998-01-01,b,11770200,2010-09-16,Cint,Bo Mattsson,Software
Stockholm,Creandum,SWE,1998-01-01,a,3670750,2007-11-09,Cint,Bo Mattsson,Software
Stockholm,Swisscom Ventures,SWE,,,3145714,2007-07-31,Diino Systems,,Software
Stockholm,"KTH Chalmers Capital, Almi Invest, Industrifonden, SEB Venture Capital",SWE,2005-01-01,c,5000000,2012-07-02,Apica,,Enterprise Software
Stockholm,"KTH Chalmers Capital, Almi Invest, Industrifonden",SWE,2005-01-01,b,2000000,2011-07-14,Apica,,Enterprise Software
Stockholm,"Industrifonden, KTH Chalmers Capital",SWE,2005-01-01,,2350701,2011-06-29,Apica,,Enterprise Software
Stockholm,"KTH Chalmers Capital, Almi Invest",SWE,2005-01-01,,1198574,2010-08-25,Apica,,Enterprise Software
Stockholm,KTH Chalmers Capital,SWE,2005-01-01,,730887,2007-05-28,Apica,,Enterprise Software
Stockholm,Affrsstrategerna,SWE,,,,2007-04-23,Munax,,Search
,Playford Capital,NOR,1999-01-01,,363000,2007-03-29,e-channel,,Search
Linkping,Benchmark,SWE,2001-01-01,a,8000000,2007-05-14,Power Challenge Sweden,,Sports
Stockholm,Idinvest Partners,SWE,,,10521261,2014-04-16,OxThera,,Biotechnology
Stockholm,"HealthCap, SLS Venture",SWE,,,20908870,2005-07-11,OxThera,,Biotechnology
Stockholm,"HealthCap, SLS Venture, Industrifonden, Q-Med",SWE,,,21894082,2007-06-29,OxThera,,Biotechnology
Stockholm,Kaupthing Bank,SWE,,,28499283,2007-03-30,Affibody,,"Health Diagnostics, Biotechnology"
,QIC BioVentures,NOR,,,2500000,2005-04-06,Xenome,,Biotechnology
,"QIC BioVentures, GBS Ventures",NOR,,,10000000,2010-04-22,Xenome,,Biotechnology
,"QIC BioVentures, Amylin Pharmaceuticals, Innovis Investments",NOR,,,10000000,2007-11-27,Xenome,,Biotechnology
223 81,"Malmsten Invest, Home Capital AS",SWE,,,7443779,2007-05-29,Alligator Bioscience,,Biotechnology
Lund,"Creandum, Teknoinvest, TeknoSeed",SWE,2001-01-01,a,3000000,2005-03-31,Mitrionics,,Software
Lund,"Teknoinvest, Creandum, Grande Ventures",SWE,2001-01-01,c,6000000,2007-05-15,Mitrionics,,Software
Gothenburg,Almi Invest,SWE,,f,3800204,2012-04-04,Denator,,Biotechnology
Gothenburg,"SGP Group, Servisen Holding, T-bolaget, Wikow Ventures",SWE,,d,1700000,2011-01-10,Denator,,Biotechnology
Gothenburg,T-bolaget,SWE,,a,664000,2006-04-20,Denator,,Biotechnology
Gothenburg,"Servisen Investment Management, T-bolaget",SWE,,b,2160000,2007-02-01,Denator,,Biotechnology
Vilnius,IMI.VC,LTU,2010-01-01,A,25000000,2013-02-05,Game Insight,Alisa Chumachenko,"Networking, Facebook Applications, Games"
Oslo,"Investinor, Northzone",NOR,2007-11-01,,13000000,2010-03-18,Energy Micro,,Semiconductors
Plymouth,Eqvitec Partners Oy,SWE,2003-01-01,a,3800000,2006-02-21,Movimento Group,,Automotive
Plymouth,"Industrifonden, Eqvitec Partners Oy",SWE,2003-01-01,b,5600000,2007-06-14,Movimento Group,,Automotive
Kista,Sting Capital,SWE,2006-01-01,,216000,2007-08-22,Bioservo Technologies,,Biotechnology
Stockholm,"Institutional Venture Partners (IVP), Sequoia Capital, General Atlantic, Atomico",SWE,2005-02-11,,115794000,2014-03-14,Klarna,"Niklas Adalberth, Victor Jacobsson, Sebastian Siemiatkowski","Developer APIs, E-Commerce Platforms, Payments, Credit, E-Commerce"
Stockholm,QED Investors,SWE,2005-02-11,,,2012-01-01,Klarna,"Niklas Adalberth, Victor Jacobsson, Sebastian Siemiatkowski","Developer APIs, E-Commerce Platforms, Payments, Credit, E-Commerce"
Stockholm,"General Atlantic, DST Global",SWE,2005-02-11,c,155000000,2011-12-09,Klarna,"Niklas Adalberth, Victor Jacobsson, Sebastian Siemiatkowski","Developer APIs, E-Commerce Platforms, Payments, Credit, E-Commerce"
Stockholm,Sequoia Capital,SWE,2005-02-11,b,9000000,2010-05-04,Klarna,"Niklas Adalberth, Victor Jacobsson, Sebastian Siemiatkowski","Developer APIs, E-Commerce Platforms, Payments, Credit, E-Commerce"
Stockholm,Investment AB resund,SWE,2005-02-11,a,2200000,2007-12-01,Klarna,"Niklas Adalberth, Victor Jacobsson, Sebastian Siemiatkowski","Developer APIs, E-Commerce Platforms, Payments, Credit, E-Commerce"
Stockholm,,SWE,2005-02-11,,80000,2005-01-01,Klarna,"Niklas Adalberth, Victor Jacobsson, Sebastian Siemiatkowski","Developer APIs, E-Commerce Platforms, Payments, Credit, E-Commerce"
Tartu,QWave Capital,EST,2000-01-01,,,2013-07-02,Clifton,,Semiconductors
Tartu,Ambient Sound Investments,EST,2000-01-01,a,2000000,2006-03-27,Clifton,,Semiconductors
Linkping,SEB Venture Capital,SWE,2004-01-01,a,3890000,2007-02-14,Signal Processing Devices Sweden,,Hardware + Software
S-977 75 Lule,"Nomura Securities, Innovacom, Nordic Venture Partners",SWE,2000-01-01,c,15000000,2006-09-21,Operax,,Software
Tallinn,Martinson Trigon Venture Partners,EST,,,1320000,2006-12-27,Rate Solutions,,Social Media
Stockholm,"Industrifonden, Via Venture Partners",SWE,2001-01-01,,2860000,2007-05-15,ComActivity,,Software
Oslo,Ferd Venture,NOR,1983-01-01,b,5000000,2011-01-25,Siving Egil Kvaleberg,,Software
Oslo,Ferd Venture,NOR,1983-01-01,a,2700000,2007-06-06,Siving Egil Kvaleberg,,Software
Oslo,"AAC Capital Partners, Verdane Capital Advisors, MP Pension",NOR,1997-01-01,,2610000,2007-05-01,Exie,,Software
Oslo,,NOR,2005-05-26,c,610000,2008-02-18,Searchdaimon,,"Enterprise Search, Search"
Oslo,SPRINGfondet,NOR,2005-05-26,b,159000,2006-08-14,Searchdaimon,,"Enterprise Search, Search"
Gteborg,"AB Chalmersinvest, Industrifonden",SWE,1999-01-01,a,2070000,2008-11-14,Nanofactory Instruments,,Nanotechnology
Lund,"Lundbeckfond Ventures, Industrifonden, HealthCap",SWE,,,9992646,2012-06-19,BONESUPPORT,,Health Care
Lund,"HealthCap, Industrifonden",SWE,,,18608183,2011-06-23,BONESUPPORT,,Health Care
Lund,"Teknoinvest, Ferd Venture, Innovations Kapital",SWE,,,1938503,2006-02-10,BONESUPPORT,,Health Care
Lund,"Teknoinvest, Ferd Venture, Vencorp Partners, HealthCap, NBGI Ventures, Innovations Kapital",SWE,,,19535601,2006-11-24,BONESUPPORT,,Health Care
Oslo,Kistefos Venture Capital,NOR,2001-01-01,a,3490000,2006-07-24,Paradial,,Enterprise Software
Stockholm,"SEB Venture Capital, CapMan Oyj",SWE,1997-01-01,,2590000,2006-04-20,Ascade,,Software
Fornebu,Eqvitec Partners Oy,NOR,2002-01-01,,2490000,2006-10-23,M_SOLUTION,,Mobile
Stockholm,Industrifonden,SWE,2004-01-01,a,1270000,2007-06-19,Accedo,"Fredrik Andersson, Michael lantz","Television, Hardware + Software"
Stockholm,"LBO Invest, Frstaentreprenrsfonden",SWE,2008-05-05,,311527,2011-02-02,Shootitlive,"Eivind Vogel-Rdin, Martin Levy",News
Tampere,"BioFund Management, Sitra Ventures",FIN,,,6013920,2006-06-29,FIT Biotech,,Health Care
Linkping,Investor Growth Capital,SWE,,,,2006-03-17,Cambio+ Healthcare Systems,,Health and Wellness
Malma,"Seed Capital, Novo A/S",SWE,,,3845100,2006-05-16,Celltrix,,Health Care
Malma,"BusinessBuilders, Innovations Kapital, 6th AP Fund",SWE,,,3438286,2006-09-20,Ludesi,,Biotechnology
Helsinki,"Ideable Venture Fund, , Tekes",FIN,2010-01-01,,192660,2010-07-20,GigsWiz,,"Curated Web, Music"
Espoo,"Finnish Industry Investment, Atine Group Oy",FIN,,,1310000,2006-02-15,ASAN Security Technologies,,Software
Malm,"Passion Capital, ",SWE,2010-03-01,,2077120,2012-02-16,Flattr,"Linus Olsson, Peter Sunde",Nonprofits
Helsinki,Finnish Industry Investment,FIN,,,654000,2006-12-15,Aspida,,Software
Kista,"Rendera, Saab Ventures, KTH Chalmers Capital",SWE,,,602000,2006-04-26,Efield,,Software
Kista,lands Investerings,SWE,,,408000,2006-09-07,Alandia Communication Systems,,Software
Trondheim,ProVenture Management,NOR,2006-01-01,a,796000,2007-03-01,Secustream Technologies,,Software
Tnsberg,Sarsia Seed Management,NOR,2005-01-01,,738000,2007-11-21,WindSim,,Software
Helsinki,HealthCap,FIN,,c,5500000,2010-04-30,Oncos Therapeutics,Pekka Simula,Biotechnology
Gothenburg,Coach & Capital,SWE,,,299000,2010-07-01,Mindmancer,,Security
Gothenburg,"Start Invest, Stila Holding",SWE,,,551000,2007-11-29,Mindmancer,,Security
Sundsvall,"Vsternorrlandsfonden, Investa Fretagskapital, SamInvest Mitt",SWE,,,427000,2007-01-19,Sensible Solutions Sweden,,Hardware + Software
Sundsvall,"SamInvest Mitt, Vsternorrlandsfonden",SWE,2001-01-01,,398000,2007-11-23,Innobits,,Games
Jyvskyl,"Finnish Industry Investment, Midinvest Management",FIN,2004-01-01,,260000,2007-01-09,Quosis,,Software
Stockholm,Sting Capital,SWE,2004-01-01,a,224000,2007-04-30,Mobile Sorcery,,Mobile
Espoo,Finnish Industry Investment,FIN,2006-01-01,,169000,2007-10-23,Virtual Air Guitar Company,,Games
Jnkping,Jnkping Business Development,SWE,,,63000,2007-10-30,exoro system,,Hardware + Software
Helsinki,"Company K Partners, Korean Development Bank, Capstone Partners Korea",FIN,,A,3902664,2014-12-11,East Interactive,,
Lund,Teknoinvest,SWE,2005-01-01,,438000,2005-10-11,QuNano,Jonas Ohlsson,Nanotechnology
Lund,"LU Innovation, BTG, Teknoinvest, Provider Venture Partners",SWE,2005-01-01,a,6100000,2006-05-19,QuNano,Jonas Ohlsson,Nanotechnology
Stockholm,Kreos Capital,SWE,,,4780000,2006-02-23,Transmode Systems,,Web Hosting
Kista,CapMan Oyj,SWE,,b,2258720,2006-02-13,42Networks,,Web Hosting
Espoo,Viking Venture Management,FIN,2004-01-01,b,2660000,2006-12-07,Iqua,,Mobile
Espoo,"Eqvitec Partners Oy, Finnish Industry Investment",FIN,2004-01-01,a,3060000,2006-01-25,Iqua,,Mobile
Stockholm,Innovations Kapital,SWE,,,2580000,2006-04-03,21GRAMS,,Software
Linkping,"SEB Venture Capital, Industrifonden",SWE,2004-01-01,,1801500,2010-06-09,Coresonic,,Hardware + Software
Oslo,"Entrepreneurs Fund, WFD Ventures, Avista Capital Partners",NOR,,C,35000000,2014-08-05,OptiNose,,Biotechnology
Oslo,Avista Capital Partners,NOR,,C,48500000,2010-06-07,OptiNose,,Biotechnology
JKL,"Midinvest Management, Finnish Industry Investment",FIN,2010-01-01,,193000,2006-05-30,Magnasense,,Health Care
Tartu,Ambient Sound Investments,EST,,,123000,2006-07-11,Evikon MCI,,Hardware + Software
Sogndal,Fjord Invest,NOR,2008-11-08,a,500000,2010-06-24,Yast,"ivind Loe, Jrgen Borgesen, Hvard Halvorsen","Project Management, Tracking, Software"
Sogndal,Bonanza invest,NOR,2008-11-08,,40000,2010-01-10,Yast,"ivind Loe, Jrgen Borgesen, Hvard Halvorsen","Project Management, Tracking, Software"
Sogndal,"Sparebanken Vest, Innovation Norway",NOR,2008-11-08,,150000,2008-05-14,Yast,"ivind Loe, Jrgen Borgesen, Hvard Halvorsen","Project Management, Tracking, Software"
Vilnius,,LTU,2009-08-01,,,2010-11-01,Salonium,"Darius Matuliauskas, Evaldas Urbonas, Martynas Nikolajevas","Startups, Online Scheduling, Beauty, Software, SaaS, Internet"
Gteborg,"T-bolaget, Catella Healthcare Investments, Innovations Kapital, BioFund Management",SWE,,,9540000,2005-12-13,Cellartis,,Biotechnology
Helsingborg,"Augmenta, Lnsfrskringar Skne, Sparbankstiftelsen Sknes Riskkapitalstiftels, Stila Holding, P.U.L.S.",SWE,,,787000,2010-06-15,Adenovir Pharma,,Biotechnology
Helsinki,,FIN,2009-01-01,,20708316,2014-04-22,Lifeline Ventures,,Venture Capital
Helsinki,"VTT Ventures, Lifeline Ventures, Veraventure, Eqvitec Partners Oy",FIN,,,1000000,2010-06-01,MediSapiens,,Software
Helsinki,"Optiomi Invest, Veraventure",FIN,2004-01-01,,866000,2010-04-15,Nervogrid,,Enterprise Software
Hrnsand,"Investa Fretagskapital, SamInvest Mitt",SWE,2007-01-01,,661000,2010-05-12,Absolicon Solar Concentrator,,Clean Technology
Stockholm,,SWE,,,1024250,2009-01-01,24 Media Network,,News
Stockholm,"KL Ventures, Rite Ventures",SWE,,,185451,2008-09-01,24 Media Network,,News
Gothenburg,"Industrifonden, Volvo Group Venture Capital",SWE,,,1060000,2005-04-27,Illuminate Labs,,"Development Platforms, Gamification, Game"
Stockholm,,SWE,2010-01-01,,450000,2012-05-29,Njuice,"Oscar Stibeck, Andreas Thorstensson","Real Time, News, Software"
Stockholm,,SWE,2010-01-01,,450000,2011-04-29,Njuice,"Oscar Stibeck, Andreas Thorstensson","Real Time, News, Software"
Halden,Siemens Venture Capital,NOR,2005-01-01,,,2014-07-29,Wirescan,,Software
Halden,"Siemens Venture Capital, Procom Venture",NOR,2005-01-01,,4260000,2010-03-15,Wirescan,,Software
Tampere,"Finnish Industry Investment, Aura Capital",FIN,,,3760000,2010-02-01,Confidex,,Hardware + Software
Oslo,"Medinnova, Riekeles Finans, SPRINGfondet",NOR,,,2880000,2010-01-31,Setred,,Software
Fornebu,,NOR,2007-01-01,,5433244,2015-02-10,Encap,,Mobile
Fornebu,ProVenture Management,NOR,2007-01-01,,2000000,2013-06-13,Encap,,Mobile
Fornebu,Alliance Venture,NOR,2007-01-01,,840000,2010-02-04,Encap,,Mobile
Lund,"Sydsvensk Entreprenrfond, Lunds Universitets Utvecklingsbolag",SWE,,,679000,2010-02-24,ResQU,,Software
Falun,Almi Invest,SWE,2002-01-01,,413000,2010-03-29,Prifloat,,Software
Sundsvall,"Investa Fretagskapital, SamInvest Mitt",SWE,2003-01-01,,287000,2010-03-10,Collectric,,Hardware + Software
Stockholm,Innovationsbron Rendera Sddkapital,SWE,2002-01-01,,212000,2010-03-17,Visiarc,,Software
Gteborg,Chalmers Innovation,SWE,,,122000,2010-02-19,Orthocone,,Hardware + Software
Sundbyberg,"CLS Holdings, Industrifonden",SWE,,,1230000,2005-06-01,Repeatit,,Web Hosting
Malm,,SWE,2010-01-01,,,2012-02-20,Qubulus,"Ants Patrik Maran, Frank Schuil",Public Transportation
Solna,"Nordic Wireless, 3i Group, Litorina",SWE,1994-01-01,,6700000,2005-01-11,Rockwell Collins,,Mobile
Oslo,"Northzone, Incitia Partners",NOR,2004-01-01,,4490000,2005-02-23,T-VIPS,,Public Relations
Helsinki,"Troika Dialog, Tekes, Inventure Oy, Infosto",FIN,2004-04-01,b,12000000,2013-03-13,Canatu,,"Organic, Carbon, Nanotechnology, Semiconductors"
Helsinki,"Tekes, Inventure Oy, Infosto",FIN,2004-04-01,a,6414560,2010-09-30,Canatu,,"Organic, Carbon, Nanotechnology, Semiconductors"
Vantaa,", , Inventure Oy",FIN,,a,1651520,2010-08-23,Iptune,,Mobile
Espoo,European Investment Bank (EIB),FIN,2003-01-01,,34075497,2014-06-06,Rovio Entertainment,,"Mobile Games, Games"
Espoo,"Felicis Ventures, Atomico, Accel Partners",FIN,2003-01-01,a,42000000,2011-03-10,Rovio Entertainment,,"Mobile Games, Games"
Turku,"Sentica Partners, Varma Mutual Pension Insurance Company, Sitra Ventures",FIN,2001-01-01,,6230000,2005-09-07,Vivoxid,,Health Care
Helsinki,,FIN,2010-06-18,,,2011-11-01,Blaast,"Vesa Kemppainen, Joonas Hjelt",Mobile
Helsinki,"Ambient Sound Investments, Veturi Venture Accelerator, ",FIN,2010-06-18,,3700000,2010-12-31,Blaast,"Vesa Kemppainen, Joonas Hjelt",Mobile
Oslo,"Investinor, Alliance Venture, Tiger Holding",NOR,,,3560000,2010-09-02,Ping Communication,,Messaging
Oslo,,NOR,,,,2010-09-02,bMenu,,Mobile
Helsinki,,FIN,2010-01-01,,1929900,2014-04-16,HeiaHeia.com,"Ivan Kuznetsov, Olli Oksanen, Jussi Raisanen","Enterprise 2.0, Sports, Fitness, SaaS, Health and Wellness, Enterprise Software"
Trondheim,"Energy Capital Partners, ProVenture Management",NOR,2004-01-01,,1240000,2006-11-08,Verdande Technology,,Software
Trondheim,"Statoil, ProVenture Management, Investinor",NOR,2004-01-01,,8000000,2012-10-17,Verdande Technology,,Software
Trondheim,"Energy Capital Management, Investinor, ProVenture Management",NOR,2004-01-01,,6400000,2010-08-30,Verdande Technology,,Software
Helsinki,"Webb Investment Network, PROfounders Capital, Lifeline Ventures, MHS Capital",FIN,2008-08-01,b,4000000,2012-12-13,Applifier,"Pekka Aakko, Jussi Laakkonen","Advertising, Social Games, Facebook Applications, Games"
Helsinki,"London Venture Partners, MHS Capital, PROfounders Capital, Tekes, Lifeline Ventures",FIN,2008-08-01,,2000000,2011-02-03,Applifier,"Pekka Aakko, Jussi Laakkonen","Advertising, Social Games, Facebook Applications, Games"
Oulu,"Sentica Partners, Inventure Oy",FIN,2000-01-01,a,1882200,2005-05-23,FRWD Technologies,,Sports
Stockholm,"Investment AB Spiltan, Teknisk Partner",SWE,1998-01-01,,822000,2005-11-30,MWM Media Workflow Management,,Consulting
Tartu,"SmartCap AS, ",EST,2009-07-09,,249576,2012-05-30,Sportlyzer,"Jarek Mestu, Hanno Vene, Kalmer Rautam, Aave Hannus, Tnis Saag, Jri Kaljundi","Teachers, Training, Social Network Media, Software"
Tartu,Seedcamp,EST,2009-07-09,,,2011-08-10,Sportlyzer,"Jarek Mestu, Hanno Vene, Kalmer Rautam, Aave Hannus, Tnis Saag, Jri Kaljundi","Teachers, Training, Social Network Media, Software"
Tartu,"Estonian Development Fund, Pikksilm Projektid",EST,2009-07-09,,257000,2009-08-07,Sportlyzer,"Jarek Mestu, Hanno Vene, Kalmer Rautam, Aave Hannus, Tnis Saag, Jri Kaljundi","Teachers, Training, Social Network Media, Software"
Tallinn,,EST,2010-01-01,,42542,2010-06-01,IronCurtain Entertainment,,"Business Services, FreetoPlay Gaming, Game, Games"
Tallinn,,EST,2010-01-01,,38896,2010-06-01,IronCurtain Entertainment,,"Business Services, FreetoPlay Gaming, Game, Games"
Tallinn,"Serenda Estonia, Ambient Sound Investments",EST,2006-01-01,,315380,2008-04-24,Programeter,"Anton Litvinenko, Mark Kofman","Testing, Software"
Helsinki,"Inventure Oy, , Tekes, ",FIN,2010-01-01,a,2000000,2013-08-28,Thinglink,,Social Media
Upplands-vsby,"Creandum, Industrifonden",SWE,,a,1794902,2005-09-28,Imsys,,Hardware + Software
Oslo,"Teknoinvest, Index Ventures, Northzone",NOR,1994-01-01,b,6700000,2005-05-23,Qt Software,,"Web Hosting, Software"
Nor,"Alliance Venture, Salvesen & Thams, Viking Venture Management",SWE,,,,2010-09-27,MemfoACT,,Clean Technology
Asker,"Havila, Vizrt",NOR,2008-02-07,a,2500000,2008-03-08,CatchTheEye,,"News, Advertising, Social Media"
Asker,Unicorn,NOR,2008-02-07,,100000,2008-03-03,CatchTheEye,,"News, Advertising, Social Media"
Solna,Provider Venture Partners,SWE,2003-01-01,,2690000,2005-09-07,Tracab,,"Development Platforms, Sports, Tracking, Technology"
Stockholm,SEB Venture Capital,SWE,2005-01-01,b,4000000,2011-09-14,Tail-f Systems,,Software
Stockholm,SEB Venture Capital,SWE,2005-01-01,a,2340000,2005-11-15,Tail-f Systems,,Software
Oslo,Ferd Venture,NOR,,,2000000,2005-07-08,Mohive,,Software
Gothenburg,Innovationsbron Vst Startup AB,SWE,2010-01-01,,570966,2010-11-01,Insplorion,Kristoffer Gustafsson,"Startups, Nanotechnology"
Uppsala,Yorkville Advisors,SWE,,,10198952,2010-07-22,Oasmia Pharmaceutical,,Biotechnology
Tallinn,Gazprombank,EST,2000-01-01,B,10000000,2013-05-31,Nortal AS,,Software
Tallinn,Enterprise Investors,EST,2000-01-01,,8990800,2010-07-20,Nortal AS,,Software
Gothenburg,"Frsta Entreprenrsfonden, Almi Invest",SWE,2010-01-01,,,2010-11-01,Speedment,"Per ke Minborg, Carina Dreifeldt","Software, Enterprise Software, Developer Tools, Databases"
Gteborg,"Almi Invest, K-Svets Venture",SWE,,,900727,2010-11-01,Bluetest,,Software
Lund,"Sustainable Technologies Fund, VantagePoint Capital Partners",SWE,,b,4500000,2010-11-05,REAC Fuel,,Clean Technology
Uusikaupunki,"Pontos Group, Finnish Industry Investment",FIN,1968-01-01,,27834000,2010-11-08,Valmet Automotive,,Automotive
Karlstad,"Wingefors Invest, Almi Invest",SWE,,,278767,2010-09-13,Paperton,,News
Stockholm,,SWE,,,2600000,2010-11-16,Exeger Sweden AB,,Clean Technology
Lule,Via Venture Partners,SWE,,,,2010-11-22,Miroi,,Education
Stockholm,"Frsta Entreprenrsfonden, Almi Invest",SWE,2009-09-28,,,2012-10-19,Sprint Bioscience,,Biotechnology
Stockholm,"Almi Invest, Entreprenrsfonden",SWE,2009-09-28,,,2010-11-25,Sprint Bioscience,,Biotechnology
Oslo,"Sustainable Technologies Fund, Investinor, ",NOR,,,8067250,2010-11-28,Havgul Clean Energy,,Clean Technology
Stockholm,,SWE,2008-02-01,,,2014-10-12,The Library,Monir Eriksson,"Data Security, Video, Games"
Stockholm,,SWE,2008-02-01,,472616,2008-02-01,The Library,Monir Eriksson,"Data Security, Video, Games"
Kista,,SWE,2008-03-18,,130000,2012-11-01,iDoc24,"Nick Hu, Sebastian Suchanowski, Alexander Borve","Startups, mHealth, Curated Web, Telecommunications, Medical, Health and Wellness"
Kista,,SWE,2008-03-18,,155000,2013-04-09,iDoc24,"Nick Hu, Sebastian Suchanowski, Alexander Borve","Startups, mHealth, Curated Web, Telecommunications, Medical, Health and Wellness"
,Tauro Capital Partners,NOR,2009-01-01,,1600000,2013-08-26,farmbuy,,"Advertising, Real Estate"
Oulu,", , , Lifeline Ventures",FIN,2007-01-01,a,9700000,2013-06-06,Valkee,,Hardware + Software
Oulu,"Lifeline Ventures, , , ",FIN,2007-01-01,,534400,2010-12-15,Valkee,,Hardware + Software
GTEBORG,"K-Svets Venture, Almi Invest",SWE,,,,2010-12-20,Metrum Sweden,,Clean Technology
Espoo,Runa Capital,FIN,2010-10-01,B,3389536,2015-02-26,MariaDB,,"Software, Databases"
Espoo,"Spintop Ventures, Open Ocean, Finnish Industry Investment, California Technology Ventures, Intel Capital",FIN,2010-10-01,B,20000000,2013-10-23,MariaDB,,"Software, Databases"
Espoo,California Technology Ventures,FIN,2010-10-01,a,2500000,2012-05-30,MariaDB,,"Software, Databases"
Espoo,"Finnish Industry Investment, Open Ocean",FIN,2010-10-01,a,4000000,2012-04-18,MariaDB,,"Software, Databases"
Espoo,Runa Capital,FIN,2010-10-01,,2000000,2010-09-27,MariaDB,,"Software, Databases"
Mly,Fjord Invest,NOR,,,,2010-12-28,Havkraft,,Clean Technology
Hyssna,Almi Invest,SWE,,,,2010-12-27,Malwa International,,Manufacturing
Mjmna,Fjord Invest,NOR,,,,2010-12-27,Beat.no,,Music
Sandnes,Norvestor Equity,NOR,,,,2010-12-23,Cegal,,Software
Oslo,Inventive Innovations,NOR,2010-01-01,,144060,2010-01-01,Greenbird Integration Technology,Thorsten Heller,"M2M, Big Data, Business Information Systems, Internet of Things, Big Data Analytics, Business Intelligence, Utilities, Software"
Stockholm,Vente-privee.com,SWE,2009-01-01,,1500000,2011-04-01,Looklet,,Fashion
